hiding_date_vc,hiding_blz,hiding_rider,finder_date_vc,finder_blz,finder_rider,lat_degr,lon_degr,loc_desc,city,prov ,,,,,,,,,,
29-09-2014,27/35,bikedan,29-09-2014,27/36,Hans89,51.384143,4.356415,bij GSM zendmast - Pannenhoef,Ossendrecht,NB,,,,,,,,,,
30-09-2014,27/36,Hans89,03-10-2014,27/37,jaap43,51.583687,3.664425,aan paaltje Onrustweg,Kamperland,Ze,,,,,,,,,,
03-10-2014,27/37,jaap43,04-10-2014,27/38,bikedan,51.681824,4.480423,in boom Oostdijk,Willemstad,NB,,,,,,,,,,
04-10-2014,27/38,bikedan,05-10-2014,27/38,pdv_moto,51.506679,4.308997,in heg Potlodenlaan,Bergen op Zoom,NB,,,,,,,,,,
05-10-2014,27/38,pdv_moto,05-10-2014,27/39,crazy987,51.506679,4.308997,in heg Potlodenlaan,Bergen op Zoom,NB,,,,,,,,,,
05-10-2014,27/39,crazy987,06-10-2014,27/40,-juliet-,51.678362,4.619751,aan kast berm Koekoekendijk,Moerdijk,NB,,,,,,,,,,
06-10-2014,27/40,-juliet-,07-10-2014,27/40,pdv_moto,52.015945,4.429958,achter E-kast Europalaan,Pijnacker,ZH,,,,,,,,,,
07-10-2014,27/41,pdv_moto,07-10-2014,27/41,MLB,52.096625,4.264092,achter container Hellingweg,Scheveningen,ZH,,,,,,,,,,
07-10-2014,27/41,MLB,08-10-2014,27/42,Dirk130,52.030035,4.227206,aan paal afvalbak P. Captijnlaan,Poeldijk,ZH,,,,,,,,,,
08-10-2014,27/42,Dirk130,08-10-2014,27/43,Lekkerbekje,51.99356,4.316684,achter heg K. Engelbrechtweg,Schipluiden,ZH,,,,,,,,,,
09-10-2014,27/43,Lekkerbekje,09-10-2014,27/44,Corney28,52.209278,4.647671,aan huisje Veerstraat,Oude Wetering,ZH,,,,,,,,,,
09-10-2014,27/44,Corney28,10-10-2014,27/45,Roeleey,52.232002,4.977425,aan paal Groenlandsekade,Vinkeveen,Ut,,,,,,,,,,
10-10-2014,27/46,Roeleey,10-10-2014,27/46,Rainbow600,52.336123,4.88976,aan paal Europaboulevard,Amsterdam,NH,,,,,,,,,,
11-10-2014,27/46,Rainbow600,11-10-2014,27/47,Djoost,51.460578,3.601857,in heg Vlissingsestraat,Oost-Souburg,Ze,,,,,,,,,,
11-10-2014,27/47,Djoost,12-10-2014,27/47,Blogem,52.496729,4.802485,in boom bi tankstation - Florastraat,Wormer,NH,,,,,,,,,,
12-10-2014,27/47,Blogem,13-10-2014,27/48,Bigtwim,52.662038,4.828206,in bosje Middenwaard,Heerhugowaard,NH,,,,,,,,,,
13-10-2014,27/48,Bigtwim,17-10-2014,27/50,Djoost,52.629658,4.742062,aan waterkant - Clarissenstraat,Alkmaar,NH,,,,,,,,,,
17-10-2014,27/50,Djoost,18-10-2014,27/51,Bigtwim,52.404131,4.546375,achter E-huisje P-terrein,Bloemendaal,NH,,,,,,,,,,
18-10-2014,27/51,Bigtwim,18-10-2014,27/51,vuurbloed,52.466483,4.598662,bij bolder Zeesluisen,IJmuiden,NH,,,,,,,,,,
18-10-2014,27/51,vuurbloed,18-10-2014,27/52,Bigtwim,52.4136,4.679026,aan hek IJdijk,Spaarndam,NH,,,,,,,,,,
18-10-2014,27/52,Bigtwim,21-10-2014,27/53,Scoot_020/Scoot_2,52.436645,4.671357,achter muur Tacitustunnel,Velsen,NH,,,,,,,,,,
21-10-2014,27/53,Scoot_020/Scoot_2,22-10-2014,27/54,BSI,52.331853,4.806693,onder stenen - Oude Haagseweg,Amsterdam,NH,,,,,,,,,,
22-10-2014,27/54,BSI,23-10-2014,27/55,Lekkerbekje,52.119713,5.87975,aan boom bij Kerk - Heldringsweg,Hoenderloo,Ge,,,,,,,,,,
23-10-2014,27/55,Lekkerbekje,25-10-2014,27/56,Bomba,51.990676,5.481212,achter boom P-terrein - Elsterstraatweg,Elst,Ut,,,,,,,,,,
25-10-2014,27/57,Bomba,26-10-2014,27/58,Ronald_010,51.96192,5.98064,aan hek Hamersestraat,Westervoort,Ge,,,,,,,,,,
26-10-2014,27/58,Ronald_010,27-10-2014,27/59,Lekkerbekje,51.554133,5.489852,bij brug over Dommel - Lieshoutseweg,Nijnsel,NB,,,,,,,,,,
27-10-2014,27/59,Lekkerbekje,27-10-2014,27/60,Dirtbag,51.734143,4.967862,bij boom P-terrein Kasteel Dussen,Dussen,NB,,,,,,,,,,
27-10-2014,27/60,Dirtbag,31-10-2014,27/61,BSI,52.236166,6.139147,in heg P-terrein Wilpsedijk,Wilp,Ge,,,,,,,,,,
31-10-2014,27/61,BSI,01-11-2014,27/62,Dirtbag,52.212585,6.85637,in struik - Fre Cohenlaan,Enschede,Ov,,,,,,,,,,
01-11-2014,27/62,Dirtbag,01-11-2014,27/62,BSI,52.081993,6.153188,op rotonde Arnhemseweg,Brummen,Ge,,,,,,,,,,
01-11-2014,27/62,BSI,02-11-2014,27/63,Dirtbag,51.996041,5.948699,achter KPN-kast - F. van Eedenstraat,Arnhem,Ge,,,,,,,,,,
02-11-2014,27/63,Dirtbag,04-11-2014,27/64,Rainbow600,52.2512,6.118983,achter zuiltje - Dijkhofstraat,Twello,Ge,,,,,,,,,,
05-11-2014,27/64,Rainbow600,07-11-2014,27/65,-juliet-,52.338591,5.268976,aan paal zonnecel - Kemphaanlaan,Almere,Fl,,,,,,,,,,
08-11-2014,27/65,-juliet-,09-11-2014,27/66,Djoost,52.980528,5.939323,aan betonnen paaltje - Mars 26,Heerenveen,Fr,,,,,,,,,,
09-11-2014,27/66,Djoost,09-11-2014,27/66,Corney28,52.227063,4.797956,aan paal bij gemaal - Amsterldijk Z,Uithoorn,NH,,,,,,,,,,
10-11-2014,27/67,Corney28,10-11-2014,27/67,Bomba,52.171094,4.989142,aan paaltje - de Corridor,Breukelen,Ut,,,,,,,,,,
10-11-2014,27/68,Bomba,11-11-2014,27/68,Sjakie-77,51.918981,4.530086,v/d. Mandelelaan - Boszoom,Rotterdam,ZH,,,,,,,,,,
11-11-2014,27/68,Sjakie-77,11-11-2014,27/68,Scoot_020/Scoot_2,52.497048,4.711822,bij monument - Communicatieweg,Uitgeest,NH,,,,,,,,,,
11-11-2014,27/69,Scoot_020/Scoot_2,11-11-2014,27/69,Ronald_010,52.323239,4.82215,aan hek Bosbaanweg,Amstelveen,NH,,,,,,,,,,
12-11-2014,27/70,Ronald_010,12-11-2014,27/70,-juliet-,51.996854,4.393196,aan hek N479 bij rotonde A13,Delft,ZH,,,,,,,,,,
12-11-2014,27/70,-juliet-,13-11-2014,27/70,Bomba,51.899378,4.484172,bij roer schip - Maashavenkade,Rotterdam,ZH,,,,,,,,,,
13-11-2014,27/71,Bomba,14-11-2014,27/72,Lekkerbekje,52.07518,4.890856,aan hek Pompmolenlaan,Woerden,Ut,,,,,,,,,,
14-11-2014,27/72,Lekkerbekje,21-11-2014,27/74,frankivo,53.17897,5.983038,aan boom bij tunneltje nieuwe rondweg,Garijp,Fr,,,,,,,,,,
21-11-2014,27/74,frankivo,24-11-2014,27/76,Janhertog,52.519828,6.122791,aan hek Boerendanserdijk,Zwolle,Ov,,,,,,,,,,
24-11-2014,27/76,Janhertog,26-11-2014,27/76,frankivo,52.791854,6.100792,onder klomp rotonde Tukseweg,Tuk,Ov,,,,,,,,,,
27-11-2014,27/77,frankivo,28-11-2014,27/77,pinpoint,52.733378,6.520833,achter kast - Achteromsedijk,Hoogeveen,Dr,,,,,,,,,,
29-11-2014,27/78,pinpoint,30-11-2014,27/78,BSI,52.22429,5.708094,achter beeld - Hooiweg,Garderen,Ge,,,,,,,,,,
30-11-2014,27/78,BSI,06-12-2014,27/79,Phaedrus,52.159749,5.569993,onder afdak infobord - Peutweg,Barneveld,Ge,,,,,,,,,,
07-12-2014,27/80,Phaedrus,07-12-2014,27/80,tdemmer,51.881791,4.544912,aan hek Reijerdijk,Rotterdam,ZH,,,,,,,,,,
08-12-2014,27/80,tdemmer,08-12-2014,27/81,-juliet-,51.966168,4.517196,aan voet berk - Rottebandreef,Rotterdam,ZH,,,,,,,,,,
09-12-2014,27/81,-juliet-,10-12-2014,27/81,Dirk130,52.261381,4.685334,aan paal spiegelafstelplaats,Rijsenhout,NH,,,,,,,,,,
10-12-2014,27/81,Dirk130,13-12-2014,27/82,Ronald_010,52.069695,4.26525,aan boom/hek - Mient,Den Haag,ZH,,,,,,,,,,
13-12-2014,27/82,Ronald_010,14-12-2014,27/83,tdemmer,52.028126,4.679009,in knotwilg - Waddinxveensepad,Gouda,ZH,,,,,,,,,,
14-12-2014,27/83,tdemmer,16-12-2014,27/83,B.B.I.L.,52.022953,6.06479,aan hek langs spoor - Parallelweg,de Steeg,Ge,,,,,,,,,,
17-12-2014,27/84,B.B.I.L.,21-12-2014,27/85,Meangreengirl/MeanBlueMan,51.919126,5.860949,aan blauw kunstwerk - Coloseum,Elst,Ge,,,,,,,,,,
21-12-2014,27/86,Meangreengirl/MeanBlueMan,21-12-2014,27/86,Bludge,51.974635,6.01652,bij kast windmolen - Nieuwgraafsestraat,Duiven,Ge,,,,,,,,,,
21-12-2014,27/86,Bludge,23-12-2014,27/87,Ronald_010,51.95887,6.029592,aan beschoeiing langs E35,Duiven,Ge,,,,,,,,,,
23-12-2014,27/87,Ronald_010,24-12-2014,27/88,bikedan,52.019404,4.62539,bij windmolen - Nijverheidsweg,Waddinxveen,ZH,,,,,,,,,,
24-12-2014,27/88,bikedan,24-12-2014,27/89,dopey85,51.382822,4.279039,aan brug - Havenweg,Ossendrecht,NB,,,,,,,,,,
25-12-2014,27/90,dopey85,30-12-2014,27/91,Phaedrus,51.424468,5.47371,bij boom - Boutenslaan,Eindhoven,NB,,,,,,,,,,
30-12-2014,27/91,Phaedrus,31-12-2014,27/91,Ronald_010,51.88643,4.52287,achter muurtje - Molenvliet,Rotterdam,ZH,,,,,,,,,,
31-12-2014,27/91,Ronald_010,02-01-2015,27/92,Djoost,51.977463,4.393827,onder bruggetje - Overslagpad,Delft,ZH,,,,,,,,,,
02-01-2015,27/92,Djoost,03-01-2015,27/92,Scoot_020/Scoot_2,52.431856,4.873406,onder steen bij peen - Skoon,Oostzaan,NH,,,,,,,,,,
03-01-2015,27/93,Scoot_020/Scoot_2,04-01-2015,27/93,Corney28,52.223196,5.150082,onder container Zuidloswal,Hilversum,NH,,,,,,,,,,
04-01-2015,27/93,Corney28,04-01-2015,27/93,BSI,52.198305,4.9274,Donkereind,Vinkeveen,Ut,,,,,,,,,,
04-01-2015,27/93,BSI,05-01-2015,27/94,Rainbow600,52.141867,5.079947,bij boom P-terrein Inn Style,Maarssen,Ut,,,,,,,,,,
05-01-2015,27/94,Rainbow600,06-01-2015,27/95,Bas600,52.009707,5.057131,onder bruggetje - Techniekweg,Ijsselstein,Ut,,,,,,,,,,
06-01-2015,27/95,Bas600,06-01-2015,27/95,Rainbow600,51.975041,5.098029,onder struik - Laanakkerweg,Vianen,Ut,,,,,,,,,,
07-01-2015,27/96,Rainbow600,11-01-2015,27/97,Scoot_020/Scoot_2,52.347632,5.24099,Kasteel Almere - oude Waterlandseweg,Almere,Fl,,,,,,,,,,
11-01-2015,27/97,Scoot_020/Scoot_2,13-01-2015,27/98,Rainbow600,52.151129,5.351962,in struik W. Wuytierslaan,Amersfoort,Ut,,,,,,,,,,
13-01-2015,27/98,Rainbow600,14-01-2015,27/98,Bas600,52.003126,5.094092,onder heg - de Kade,Nieuwegein,Ut,,,,,,,,,,
14-01-2015,27/98,Bas600,14-01-2015,27/99,Rainbow600,52.241142,4.836363,achter bord - Anton Pgilipsweg,Uithoorn,NH,,,,,,,,,,
14-01-2015,27/99,Rainbow600,15-01-2015,28/01,Bomba,52.046043,4.957098,onder struik - Anne Franklaan,Montfoort,Ut,,,,,,,,,,
16-01-2015,28/01,Bomba,16-01-2015,28/02,Rainbow600,52.068634,4.930051,in boom Weidepad,Linschoten,Ut,,,,,,,,,,
17-01-2015,28/03,Rainbow600,22-01-2015,28/04,Phaedrus,51.659109,5.611606,tegen muur bij Petruskerk,Uden,NB,,,,,,,,,,
22-01-2015,28/04,Phaedrus,24-01-2015,28/05,Ronald_010,51.882775,4.552977,onder struik - Kouwenoord,Rotterdam,ZH,,,,,,,,,,
24-01-2015,28/05,Ronald_010,26-01-2015,28/05,tdemmer,52.057391,4.414189,bij hek Roeleveenseweg,Den Haag,ZH,,,,,,,,,,
27-01-2015,28/06,tdemmer,29-01-2015,28/06,Rainbow600,51.915545,5.135996,in holle boom - Diefdijk,Schoonrewoerd,ZH,,,,,,,,,,
30-01-2015,28/06,Rainbow600,30-01-2015,28/07,BSI,52.265499,5.25726,aan boom P-Plaats - Eemakker,Eemnes,Ut,,,,,,,,,,
31-01-2015,28/07,BSI,31-01-2015,28/07,Wimis on,52.089959,5.175044,in knotwil - Harvardlaan,Utrecht,Ut,,,,,,,,,,
31-01-2015,28/07,Wimis on,31-01-2015,28/08,Ronald_010,52.013411,5.176829,onder bank bij kasteel Schonauwen,Houten,Ut,,,,,,,,,,
31-01-2015,28/08,Ronald_010,01-02-2015,28/08,Phaedrus,52.025594,4.668188,aan struik - Nieuwe Gouwe,Waddinxveen,ZH,,,,,,,,,,
02-02-2015,28/09,Phaedrus,12-02-2015,28/11,-juliet-,51.411352,5.463891,aan struik prof. Polslaan,Eindhoven,NB,,,,,,,,,,
13-02-2015,28/12,-juliet-,14-02-2015,28/12,Ronald_010,51.999576,4.368774,aan boomstomp - Leeghwaterstraat,Delft,ZH,,,,,,,,,,
14-02-2015,28/12,Ronald_010,14-02-2015,28/12,coffeejunk,52.179251,4.622579,in wilg - Groenewoudsekade,Roelofarendsveen,ZH,,,,,,,,,,
15-02-2015,28/13,coffeejunk,17-02-2015,28/13,Roeleey,52.37856,4.691323,aan hek Vijfhuizerdijk,Vijfhuizen,NH,,,,,,,,,,
17-02-2015,28/14,Roeleey,19-02-2015,28/15,Scoot_020/Scoot_2,52.31272,5.015841,bij containers - Stammerlandweg,Amsterdam,NH,,,,,,,,,,
20-02-2015,28/15,Scoot_020/Scoot_2,21-02-2015,28/16,Ronald_010,51.947887,4.430167,tegen hek - Zestienhoven,Rotterdam,ZH,,,,,,,,,,
21-02-2015,28/16,Ronald_010,21-02-2015,28/17,Scoot_020/Scoot_2,51.730487,5.12113,aan wegwijzer - Heesbeenseweg,Heusden,NB,,,,,,,,,,
21-02-2015,28/17,Scoot_020/Scoot_2,21-02-2015,28/17,Corney28,52.215083,4.933722,achter hek bij kerk,Vinkeveen,Ut,,,,,,,,,,
22-02-2015,28/17,Corney28,22-02-2015,28/17,Roeleey,52.324556,4.977917,in P-garage Groenhoven,Amsterdam,NH,,,,,,,,,,
23-02-2015,28/18,Roeleey,24-02-2015,28/18,Corney28,52.29811,4.983474,bij speeltuintje - Vianenstraat,Amsterdam,NH,,,,,,,,,,
24-02-2015,28/18,Corney28,25-02-2015,28/19,Scoot_020/Scoot_2,52.203458,4.814914,aan paal de Strooppot,de Hoef,Ut,,,,,,,,,,
26-02-2015,28/19,Scoot_020/Scoot_2,26-02-2015,28/20,Corney28,52.084629,5.105927,stand Peugeot - jaarbeurs 07A050,Utrecht,Ut,,,,,,,,,,
26-02-2015,28/20,Corney28,27-02-2015,28/20,NinjaNoob,52.084932,5.105015,stand Triumph - jaarbeurs 07B010,Utrecht,Ut,,,,,,,,,,
27-02-2015,28/20,NinjaNoob,27-02-2015,28/20,Bomba,52.083356,5.103146,tribune trialdemo - jaarbeurs 11G054,Utrecht,Ut,,,,,,,,,,
27-02-2015,28/21,Bomba,27-02-2015,28/21,JurgenT,52.084675,5.10218,stand Transalpclub - jaarbeurs 10A012,Utrecht,Ut,,,,,,,,,,
27-02-2015,28/21,JurgenT,27-02-2015,28/21,me-daph,52.08479,5.102934,stand ik wil … jaarbeurs 09D057,Utrecht,Ut,,,,,,,,,,
27-02-2015,28/21,me-daph,27-02-2015,28/21,-juliet-,52.084781,5.102961,stand ik wil … jaarbeurs 09E061,Utrecht,Ut,,,,,,,,,,
27-02-2015,28/21,-juliet-,01-03-2015,28/22,MotorDonkey,52.084576,5.102124,stand zelftrailrijden - jaarbeurs 10C021,Utrecht,Ut,,,,,,,,,,
01-03-2015,28/22,MotorDonkey,05-03-2015,28/23,tdemmer,51.827501,5.255906,in brug monument - Waalbandijk,Waardenburg,Ge,,,,,,,,,,
05-03-2015,28/23,tdemmer,06-03-2015,28/23,BSI,51.993773,5.457478,aan paal bij kasteel,Amerongen,Ut,,,,,,,,,,
06-03-2015,28/24,BSI,08-03-2015,28/25,Bensi,52.251567,6.422322,aan boomstronk Beusebergerweg,Holten,Ov,,,,,,,,,,
09-03-2015,28/25,Bensi,12-03-2015,28/27,Sjantaalfoutje,51.9668,6.268922,aan hek P-plaats - Edisonweg,Doetinchem,Ge,,,,,,,,,,
12-03-2015,28/27,Sjantaalfoutje,14-03-2015,28/28,k0en,52.182146,5.946841,in struik Gelre ziekenhuizen,Apeldoorn,Ge,,,,,,,,,,
14-03-2015,28/28,k0en,15-03-2015,28/29,Wimis on,52.043636,5.145146,achter CAI-kast - Utrechtseweg,Houten,Ut,,,,,,,,,,
15-03-2015,28/29,Wimis on,15-03-2015,28/30,Ronald_010,52.031511,5.140098,bij hek P-terrein de Colonie - Koedijk,Houten,Ut,,,,,,,,,,
15-03-2015,28/30,Ronald_010,16-03-2015,28/30,Bomba,52.079211,4.826349,bij meterpaaltje Hoge Rijndaijk,Nieuwerbrug,ZH,,,,,,,,,,
16-03-2015,28/30,Bomba,16-03-2015,28/31,k0en,52.0973,4.909722,in schoen brugpijler N198,Woerden,Ut,,,,,,,,,,
16-03-2015,28/31,k0en,17-03-2015,28/31,Wimis on,52.073936,5.120861,aan hek Rotsoord,Otrecht,Ut,,,,,,,,,,
17-03-2015,28/32,Wimis on,17-03-2015,28/32,Rainbow600,52.018318,5.19802,aan sirenemast - Oostrumsedijk,Houten,Ut,,,,,,,,,,
17-03-2015,28/32,Rainbow600,17-03-2015,28/32,Bas600,51.975483,5.154496,aan paal bochtmarkering - Lekdijk,Tull,Ut,,,,,,,,,,
18-03-2015,28/33,Bas600,18-03-2015,28/34,Corney28,52.216063,4.875956,aan reclamebord Meesters N201,Mijdrecht,Ut,,,,,,,,,,
19-03-2015,28/34,Corney28,20-03-2015,28/34,BSI,52.234322,4.925087,aan lantaarnpaal Botholsedijk,Vinkeveen,Ut,,,,,,,,,,
20-03-2015,28/34,BSI,22-03-2015,28/35,ootje,52.17058,5.556341,aan paal Ei van Barneveld,Ter Schuur,Ge,,,,,,,,,,
24-03-2015,28/37,ootje,25-03-2015,28/38,Bomba,52.564036,4.694698,aan hek Schoolweg,Limmen,NH,,,,,,,,,,
25-03-2015,28/39,Bomba,27-03-2015,28/40,Rainbow600,52.18638,4.673281,bij kast GSM-mast - Herenweg,Woubrugge,ZH,,,,,,,,,,
28-03-2015,28/40,Rainbow600,29-03-2015,28/41,BSI,52.11959,5.891165,onder struik Krimweg,Hoenderloo,Ge,,,,,,,,,,
30-03-2015,28/41,BSI,02-04-2015,28/44,Scoot_020/Scoot_2,52.336872,4.86424,aan boom G. Mahlerlaan,Amsterdam,NH,,,,,,,,,,
03-04-2015,28/45,Scoot_020/Scoot_2,04-04-2015,28/45,BSI,51.344345,5.885883,in heg Raadhuisplein,Meijel,Li,,,,,,,,,,
04-04-2015,28/45,BSI,07-04-2015,28/47,Corney28,51.379562,5.984713,aan vlaggenmast AC-restaurant,Sevenum,Li,,,,,,,,,,
08-04-2015,28/47,Corney28,10-04-2015,28/48,Djoost,53.099688,5.385527,bij busstation Viaduct 3,Zurich,Fr,,,,,,,,,,
10-04-2015,28/48,Djoost,11-04-2015,28/49,ootje,52.34921,4.9263,in heg Intratuin - Nobelweg,Amsterdam,NH,,,,,,,,,,
11-04-2015,28/49,ootje,11-04-2015,28/49,Djoost,52.492658,4.820943,aan hek Engewormer,Wormer,NH,,,,,,,,,,
11-04-2015,28/49,Djoost,11-04-2015,28/50,Scoot_020/Scoot_2,52.442784,4.835442,onder trap A. de Kombrug,Zaandam,NH,,,,,,,,,,
11-04-2015,28/50,Scoot_020/Scoot_2,11-04-2015,28/50,Djoost,52.481258,4.926099,aan hek Purmerland,Purmerland,NH,,,,,,,,,,
12-04-2015,28/50,Djoost,12-04-2015,28/51,JurgenT,52.160138,5.9852,bij huisnummerpaaltje - Dorpsstraat,Lieren,Ge,,,,,,,,,,
12-04-2015,28/51,JurgenT,13-04-2015,28/52,Janhertog,52.098552,6.278866,in bord bij P-terrein - Baakseweg,Vorden,Ge,,,,,,,,,,
13-04-2015,28/52,Janhertog,14-04-2015,28/52,frankivo,52.804854,6.104959,achter struik P-terrein - Bergweg,Tuk,Ov,,,,,,,,,,
14-04-2015,28/53,frankivo,15-04-2015,28/54,leeqnl,52.942256,6.613007,aan boom - Amerweg,Amen,Dr,,,,,,,,,,
15-04-2015,28/54,leeqnl,17-04-2015,28/55,Amauta,53.202772,6.544646,achter monument Concourslaan,Groningen,Gr,,,,,,,,,,
17-04-2015,28/56,Amauta,18-04-2015,28/56,rvdh86,53.123924,6.444801,aan boom uitkijktrap - Mensingheweg,Roden,Dr,,,,,,,,,,
18-04-2015,28/56,rvdh86,19-04-2015,28/57,Amauta,53.132405,6.592881,aan boom - Oosterbroek,Eelde,Dr,,,,,,,,,,
19-04-2015,28/57,Amauta,20-04-2015,28/58,frankivo,53.037626,6.391027,aan boom bij El-centrale,Veenhuizen,Dr,,,,,,,,,,
20-04-2015,28/58,frankivo,24-04-2015,28/60,Amauta,52.993672,6.939796,aan draaischijf - Museum,Stadskanaal,Gr,,,,,,,,,,
24-04-2015,28/60,Amauta,25-04-2015,28/60,Rainbow600,53.236816,7.206712,aan kijkhut bij Dollard,Drieborg,Gr,,,,,,,,,,
26-04-2015,28/61,Rainbow600,26-04-2015,28/62,Scoot_020/Scoot_2,51.279183,3.37565,bij brug grens Belgie,Sluis,Ze,,,,,,,,,,
27-04-2015,28/63,Scoot_020/Scoot_2,27-04-2015,28/63,Bigtwim,52.370589,4.961597,aanANWB-paal - Zuiderzeeweg,Amsterdam,NH,,,,,,,,,,
28-04-2015,28/63,Bigtwim,28-04-2015,28/63,Artemecion,52.604939,4.712565,achter muur Witte Kerk - Heerenweg,Heiloo,NH,,,,,,,,,,
29-04-2015,28/64,Artemecion,29-04-2015,28/64,Bigtwim,52.529409,4.734913,aan knotwilg Zwaansmeer,Uitgeest,NH,,,,,,,,,,
30-04-2015,28/65,Bigtwim,01-05-2015,28/66,Artemecion,53.075806,5.393111,aan motor op camping Sotterum,Cornwerd,Fr,,,,,,,,,,
01-05-2015,28/66,Artemecion,01-05-2015,28/66,Bigtwim,53.075985,5.392362,tussen wielen caravan op camping,Cornwerd,Fr,,,,,,,,,,
01-05-2015,28/66,Bigtwim,02-05-2015,28/66,Corney28,53.07575,5.393,in doel voetbalveld op camping,Cornwerd,Fr,,,,,,,,,,
02-05-2015,28/66,Corney28,03-05-2015,28/67,Ronald_010,52.894988,5.645688,achter plantenbak - Koestraat,Sloten,Fr,,,,,,,,,,
03-05-2015,28/67,Ronald_010,04-05-2015,28/67,Bomba,52.069351,4.751314,aan regelkast zuil - Europaweg,Bodegraven,ZH,,,,,,,,,,
04-05-2015,28/67,Bomba,05-05-2015,28/68,Bar-E,51.874744,4.371687,onder plank park Oudelandseweg,Hoogvliet,ZH,,,,,,,,,,
05-05-2015,28/68,Bar-E,05-05-2015,28/69,-ErikE-,51.71288,4.639986,in heg monument Moerdijkbrug,Moerdijk,NB,,,,,,,,,,
05-05-2015,28/69,-ErikE-,06-05-2015,28/69,ArendJan,52.069508,4.875921,aan bruggetje tussen A12,Woerden,Ut,,,,,,,,,,
06-05-2015,28/69,ArendJan,06-05-2015,28/70,Bomba,51.919658,4.322177,onder stenen - Kooikersweg,Vlaardingen,ZH,,,,,,,,,,
06-05-2015,28/70,Bomba,07-05-2015,28/70,jaap43,52.044921,4.851182,aan boom kunstwerk - Spportunnel,Oudewater,Ut,,,,,,,,,,
07-05-2015,28/71,jaap43,07-05-2015,28/71,sjors078,51.814303,4.765867,aan stam - P-terrein Baanhoekweg,Dordrecht,ZH,,,,,,,,,,
08-05-2015,28/72,sjors078,10-05-2015,28/73,BSI,51.876154,4.637021,onder plank brug Molenkade,Kinderdijk,ZH,,,,,,,,,,
10-05-2015,28/73,BSI,10-05-2015,28/73,crazy987,51.770593,5.889886,achter boomstam - de Mookerheide,Molenhoek,Li,,,,,,,,,,
10-05-2015,28/73,crazy987,12-05-2015,28/74,jaap43,51.707261,4.817689,aan GSM-mast - Marinaweg,Drimmelen,NB,,,,,,,,,,
12-05-2015,28/74,jaap43,12-05-2015,28/74,sjors078,51.573019,4.539925,aan hek - Vaartweg,Bosschenhoofd,NB,,,,,,,,,,
12-05-2015,28/75,sjors078,14-05-2015,28/75,bikedan,51.858554,4.516634,in zandhoop Voordijk,Barendrecht,ZH,,,,,,,,,,
14-05-2015,28/75,bikedan,14-05-2015,28/76,crazy987,51.475313,4.291163,onder trap orientatiepunt,Bergen op Zoom,NB,,,,,,,,,,
14-05-2015,28/76,crazy987,14-05-2015,28/76,bikedan,51.625839,4.586485,aan hek bij fietsbrug over de Mark,Hoeven,NB,,,,,,,,,,
14-05-2015,28/76,bikedan,15-05-2015,28/77,BSI,51.499877,4.266108,bij paal  - Bongaertweg,Bergen op Zoom,NB,,,,,,,,,,
15-05-2015,28/77,BSI,15-05-2015,28/77,Ronald_010,51.788407,4.909993,aan Papsluis - Bakkerskil,Nieuwendijk,NB,,,,,,,,,,
15-05-2015,28/77,Ronald_010,15-05-2015,28/78,bikedan,51.91971,4.876022,aan steun schuifhek. Rotonde,Groot Ammers,ZH,,,,,,,,,,
16-05-2015,28/78,bikedan,16-05-2015,28/79,BSI,51.207843,3.804994,achter E-paal Vredekaai,Sas van Gent,Ze,,,,,,,,,,
17-05-2015,28/80,BSI,17-05-2015,28/80,Bensi,52.236956,6.641404,aan brug - Veldhuisweg,Ambt Delden,Ov,,,,,,,,,,
17-05-2015,28/81,Bensi,22-05-2015,28/83,Amauta,52.148418,6.302622,achter E-kast - Lage Lochemseweg,Warnsveld,Ge,,,,,,,,,,
22-05-2015,28/83,Amauta,27-05-2015,28/84,Kermit de Hond,53.200138,6.646178,onder klaver-Aas - de Joker,Groningen,Gr,,,,,,,,,,
28-05-2015,28/84,Kermit de Hond,28-05-2015,28/85,frankivo,53.076122,6.571829,onder hoop stenen - Nieuwe Holtenweg,Vries,Dr,,,,,,,,,,
29-05-2015,28/85,frankivo,29-05-2015,28/86,Amauta,52.77172,6.58345,aan stuwtje - Hoogeveenseweg,Nieuw Balinge,Dr,,,,,,,,,,
29-05-2015,28/86,Amauta,01-06-2015,28/87,frankivo,53.174528,6.99375,tegen fietstunnel A7/Boslaan,Midwolde,Gr,,,,,,,,,,
02-06-2015,28/87,frankivo,04-06-2015,28/88,Amauta,52.96697,7.00715,onder kunstwerk bij gemaal,Musselkanaal,Gr,,,,,,,,,,
05-06-2015,28/88,Amauta,05-06-2015,28/89,Rainbow600,52.415872,5.298167,aan hek afvalplaats Oostvaarders,Almere,Fl,,,,,,,,,,
06-06-2015,28/89,Rainbow600,07-06-2015,28/89,BSI,51.462547,5.563521,aan hek toegang Eventsbakery,Nuenen,NB,,,,,,,,,,
07-06-2015,28/90,BSI,08-06-2015,28/90,Vins111,52.049162,5.805897,aan hek Hoge Veluwe - Reemsterweg,Otterlo,Ge,,,,,,,,,,
08-06-2015,28/91,Vins111,08-06-2015,28/91,Rik60NL,52.105348,4.998912,achter heg P-terrein bij,Vleuten,Ut,,,,,,,,,,
