hiding_date_vc,hiding_blz,hiding_rider,finder_date_vc,finder_blz,finder_rider,lat_degr,lon_degr,loc_desc,city,prov ,,,,,,,,,,
07-11-2011,13/28,Scoot_020/Scoot_2,07-11-2011,13/29,Ronald_010,52.341665,4.798925,"naast banpaal - Sloterweg 1204, Amsterdam, NH",Amsterdam,NH,,,,,,,,,,
07-11-2011,13/29,Ronald_010,08-11-2011,13/30,tdemmer,51.972656,4.451528,"aan hek Rodenrijseweg, Berkel en Rodenrijs, ZH",Berkel en Rodenrijs,ZH,,,,,,,,,,
08-11-2011,13/30,tdemmer,08-11-2011,13/31,Shadowski,52.149152,5.999703,"aan boom zandput - Hulhorstweg, Beekbergen, Ge",Beekbergen,Ge,,,,,,,,,,
08-11-2011,13/32,Shadowski,09-11-2011,13/33,frankwijers,51.875981,5.974786,"aan paal bij gans (gent) - Waaldijk, Gendt, Ge",Gendt,Ge,,,,,,,,,,
10-11-2011,13/35,frankwijers,12-11-2011,13/36,bakfiets1,51.29904,5.448843,"aan boom bij Dorpsstraat 65, Valkenswaard, NB",Valkenswaard,NB,,,,,,,,,,
,,,,,MarkieNL,,,,,,,,,,,,,,,
12-11-2011,13/36,bakfiets1,12-11-2011,13/38,Hans89,51.594284,4.003889,"in bunker a/d Molendijk, Stavenisse, Ze",Stavenisse,Ze,,,,,,,,,,
,,MarkieNL,,,,,,,,,,,,,,,,,,
12-11-2011,13/38,Hans89,13-11-2011,13/39,black mule,51.500605,3.618045,"bij standbeeld Emma - Damplein, Middelburg, Ze",Middelburg,Ze,,,,,,,,,,
,,,,,Bigtwim,,,,,,,,,,,,,,,
13-11-2011,13/40,black mule,15-11-2011,13/42,V-Strommert,52.485344,4.633239,"in luchtkoker van bunker - Zeestraat, Beverwijk, NH",Beverwijk,NH,,,,,,,,,,
,,Bigtwim,,,,,,,,,,,,,,,,,,
15-11-2011,13/42,V-Strommert,16-11-2011,13/43,Scoot_020/Scoot_2,52.264682,4.781386,"achter rode deur van HollandFlora, Aalsmeer, NH",Aalsmeer,NH,,,,,,,,,,
16-11-2011,13/43,Scoot_020/Scoot_2,16-11-2011,13/44,lynx84,52.357258,4.815238,"muurtje fietstunnel Eastonstraat, Amsterdam, NH",Amsterdam,NH,,,,,,,,,,
17-11-2011,13/45,lynx84,17-11-2011,13/46,Ronald_010,51.829451,4.653606,"plaatsnaambord - Ln v Welhorst, H.I. Ambacht, ZH",H.I.Ambacht,ZH,,,,,,,,,,
17-11-2011,13/46,Ronald_010,18-11-2011,jaap43,jaap43,51.895771,4.373709,"hek ventilatiegebouw Bakkersoordweg, Pernis, ZH",Pernis,ZH,,,,,,,,,,
18-11-2011,13/46,jaap43,18-11-2011,13/47,Ronald_010,51.968504,4.631773,"aan paaltje - IJsseldijk N, Ouderkerk a/d IJssel, ZH",Ouderkerk a/d IJssel,ZH,,,,,,,,,,
19-11-2011,13/47,Ronald_010,19-11-2011,13/48,bakfiets1,51.864025,4.249024,"aan boom sluis in Bernisse - Toldijk, Geervliet, ZH",Geervliet,ZH,,,,,,,,,,
19-11-2011,13/48,bakfiets1,20-11-2011,13/49,meijlie-style,51.426549,4.35385,"schoorsteen bunker Buitendreef, Hoogerheide, NB",Hoogerheide,NB,,,,,,,,,,
20-11-2011,13/49,meijlie-style,21-11-2011,13/50,Hans89,51.523324,4.28281,"achter regenpijp - Hazenbos, Halsteren, NB",Halsteren,NB,,,,,,,,,,
21-11-2011,13/50,Hans89,24-11-2011,13/52,Ronald_010,51.683387,3.775298,"in kastje bij Plompetoren, Burgh-Haamstede, Ze",Burgh-Haamstede,Ze,,,,,,,,,,
24-11-2011,13/52,Ronald_010,25-11-2011,13/53,tdemmer,51.899889,4.225024,"aan hek bij Botlekbrug - Neckarweg, Botlek, ZH",Botlek,ZH,,,,,,,,,,
26-11-2011,13/53,tdemmer,26-11-2011,13/53,jaap43,51.986416,4.630265,"laagste punt van Vliet, Nieuwerkerk a/d IJssel, ZH",Nieuwerkerk a/d IJssel,ZH,,,,,,,,,,
26-11-2011,13/54,jaap43,26-11-2011,13/55,wesleyc,52.021361,4.388122,"aan hek bij molen - Noordeindseweg, Delfgauw, ZH",Delfgauw,ZH,,,,,,,,,,
26-11-2011,13/55,wesleyc,26-11-2011,13/56,Ronald_010,51.998985,4.373976,"bij ingang TU EWI - Mekelweg 4, Delft, ZH",Delft,ZH,,,,,,,,,,
26-11-2011,13/56,Ronald_010,27-11-2011,13/56,Dirk130,52.088376,4.433099,"bij bankje Stompwijkseweg, Leidschendam, ZH",Leidschendam,ZH,,,,,,,,,,
27-11-2011,13/57,Dirk130,28-11-2011,13/58,V-Strommert,52.070854,4.223086,"tegen muur van rond uitzichtpunt, Kijkduin,  ZH",Kijkduin,ZH,,,,,,,,,,
28-11-2011,13/58,V-Strommert,28-11-2011,13/58,BigJim,52.274641,4.631856,"tegen hek Helsinkilaan, Nieuw-Vennep, NH",Nieuw-Vennep,NH,,,,,,,,,,
28-11-2011,13/58,BigJim,29-11-2011,13/59,Spro,52.383222,4.75013,"Stoomgemaal - Haarlemmermeerweg, Halfweg, NH",Halfweg,NH,,,,,,,,,,
29-11-2011,13/59,Spro,29-11-2011,13/60,Bigtwim,52.636307,4.801328,"bij Poldermuseum, Heerhugowaard, NL",Heerhugowaard,NH,,,,,,,,,,
30-11-2011,13/60,Bigtwim,30-11-2011,13/61,V-Strommert,52.503728,4.68702,"bij bankje kasteeltuin Assumburg, Heemstede, NH",Heemstede,NH,,,,,,,,,,
30-11-2011,13/61,V-Strommert,01-12-2011,13/63,BSI,52.343723,4.706228,"bij infobord - spottersplaats - IJweg, Vijfhuizen, NH",Vijfhuizen,NH,,,,,,,,,,
01-12-2011,13/63,BSI,02-12-2011,13/64,rvdh86,52.190901,5.606541,"in heg monument - Rubensstraat, Voorthuizen, Ge",Voorthuizen,Ge,,,,,,,,,,
02-12-2011,13/64,rvdh86,03-12-2011,13/65,BSI,52.189565,5.793212,"links van ingang park Berkenhorst, Kootwijk, Ge",Kootwijk,Ge,,,,,,,,,,
03-12-2011,13/65,BSI,03-12-2011,13/66,me-daph,52.212948,6.854656,"aan hek achtertuin Fre Cohenlaan, Enschede, Ov",Enschede,Ov,,,,,,,,,,
,,,,,blup blup,,,,,,,,,,,,,,,
03-12-2011,13/66,me-daph,04-12-2011,13/67,Hasseman,52.293915,6.560034,"aan hek bij Carpoolplaats Rijssenseweg, Enter, Ov",Enter,Ov,,,,,,,,,,
,,blup blup,,,,,,,,,,,,,,,,,,
04-12-2011,13/68,Hasseman,04-12-2011,13/69,Starscream,52.406057,6.883884,"aan hek bij joodse begraafplaats, Ootmarsum, Ov",Ootmarsum,Ov,,,,,,,,,,
05-12-2011,13/69,Starscream,08-12-2011,13/71,MotorMieke,52.44455,6.676232,"achter infobord - Oude Hoevenweg, Vriezenveen, Ov",Vriezenveen,Ov,,,,,,,,,,
09-12-2011,13/71,MotorMieke,09-12-2011,13/73,Hasseman,52.494974,6.199856,"onder brug ""te Horte"" - Poppenallee, Dalfsen, Ov",Dalfsen,Ov,,,,,,,,,,
09-12-2011,13/73,Hasseman,09-12-2011,13/75,MotorMieke,52.527663,6.497933,"achter bank vistrap Vecht - Junnerweg, Ommen, Ov",Ommen,Ov,,,,,,,,,,
10-12-2011,13/75,MotorMieke,11-12-2011,13/76,Hasseman,52.247366,6.523095,"boom bij bankje hoek Herikeresweg, Markelo, Ov",Markelo,Ov,,,,,,,,,,
11-12-2011,13/76,Hasseman,14-12-2011,13/79,me-daph,52.33467,6.73099,"bij elektrahuisje - Bekkingvelderweg, Zenderen, Ov",Zenderen,Ov,,,,,,,,,,
,,,,,blup blup,,,,,,,,,,,,,,,
14-12-2011,13/79,me-daph,15-12-2011,13/80,Shadowski,52.238406,6.178586,"P-terrein Berenschot - Bergweidijk, Deventer, Ov",Deventer,Ov,,,,,,,,,,
,,blup blup,,,,,,,,,,,,,,,,,,
16-12-2011,13/80,Chopperholic,18-12-2011,13/82,Murof,51.961024,5.980234,"in struik bij Liemersallee, Westervoort, Ge",Westervoort,Ge,,,,,,,,,,
18-12-2011,13/82,Murof,19-12-2011,13/84,rvdh86,52.169885,5.761262,"onder boom bij uitkijktoren, Kootwijkerzand, Ge",Kootwijkerzand,Ge,,,,,,,,,,
19-12-2011,13/85,rvdh86,21-12-2011,13/86,BSI,52.332328,5.825031,"aan hek Nunspeterweg, Vierhouten, Ge",Vierhouten,Ge,,,,,,,,,,
21-12-2011,13/86,BSI,22-12-2011,13/87,Scoot_020/Scoot_2,52.20912,5.145689,"achter muurtje - Loosdrechtse bos, Hilversum, Ut",Hilversum,Ut,,,,,,,,,,
22-12-2011,13/88,Scoot_020/Scoot_2,22-12-2011,13/88,V-Strommert,52.313431,4.847112,"bij banpaal - Amsterdamseweg, Amstelveen, NH",Amstelveen,NH,,,,,,,,,,
23-12-2011,13/89,V-Strommert,23-12-2011,13/89,Scoot_020/Scoot_2,52.162332,4.485804,"onder afscheiding Turfmarkt, Leiden, ZH",Leiden,ZH,,,,,,,,,,
23-12-2011,13/90,Scoot_020/Scoot_2,24-12-2011,13/91,Ronald_010,52.346997,4.848616,"huisje begraafplaats huis te Vraag, Amsterdam, NH",Amsterdam,NH,,,,,,,,,,
24-12-2011,13/91,Ronald_010,24-12-2011,13/91,tdemmer,52.042494,4.561796,"aan paaltje voetbrug Rottedijk, Moerkapelle, ZH",Moerkapelle,ZH,,,,,,,,,,
24-12-2011,13/91,tdemmer,24-12-2011,13/92,jaap43,51.958224,4.54982,"voortuin tdemmer - Bolkruid, Rotterdam, ZH",Rotterdam,ZH,,,,,,,,,,
25-12-2011,13/92,jaap43,25-12-2011,13/92,Von Stolk,51.920014,4.784328,"onder loopbrug bij veerstoep, Bergambacht, ZH",Bergambacht,ZH,,,,,,,,,,
25-12-2011,13/92,Von Stolk,26-12-2011,13/94,tdemmer,52.006594,4.720589,"langs voetpad Haastrechtsebrug, Gouda, ZH",Gouda,ZH,,,,,,,,,,
27-12-2011,13/95,tdemmer,27-12-2011,13/95,Hans89,51.549082,3.66007,"in bosje langs voetpad Langedam, Veere, Ze",Veere,Ze,,,,,,,,,,
27-12-2011,13/96,Hans89,28-12-2011,13/97,Ronald_010,51.569543,3.523859,"onder boom langs Groeneweg, Domburg, Ze",Domburg,Ze,,,,,,,,,,
28-12-2011,13/97,Ronald_010,29-12-2011,13/98,frankwijers,51.663624,5.612442,"bij E-huisje - Burg. Buskensstraat, Uden, NB",Uden,NB,,,,,,,,,,
29-12-2011,13/98,frankwijers,30-12-2011,13/100,king-roy,51.394351,5.986892,"bij bankje Helenaveenseweg, Kronenberg, Li",Kronenberg,Li,,,,,,,,,,
30-12-2011,14/01,king-roy,30-12-2011,14/02,BSI,51.565265,5.848659,"bij brug Vrede(peel)weg, Westerbeek, NB",Westerbeek,NB,,,,,,,,,,
31-12-2011,14/03,BSI,01-01-2012,14/05,Hasseman,52.66837,6.266745,"aan boom bij tolhuis - Gemeenteweg, de Wijk, Dr",de Wijk,Dr,,,,,,,,,,
01-01-2012,14/05,Hasseman,02-01-2012,14/06,MotorMieke,52.282207,6.771567,"in olifant bij Wegtersweg 34, Hengelo, Ov",Hengelo,Ov,,,,,,,,,,
02-01-2012,14/06,MotorMieke,04-01-2012,14/08,Ronald_010,52.169196,6.422976,"in boomstronk - Laan Ampsen 17, Lochem, Ge",Lochem,Ge,,,,,,,,,,
04-01-2012,14/09,Ronald_010,05-01-2012,14/09,tdemmer,51.859107,4.641402,"aan paal bij Oostmolendijk, Ridderkerk, ZH",Ridderkerk,ZH,,,,,,,,,,
06-01-2012,14/10,tdemmer,09-01-2012,14/12,Hans89,51.30589,3.381603,"in nis van de Brugse Poort, Sluis, Ze",Sluis,Ze,,,,,,,,,,
09-01-2012,14/12,Hans89,13-01-2012,14/14,tdemmer,51.542535,3.770277,"aan infobord - Muidenweg, Wolphaartsdijk, Ze",Wolphaartsdijk,Ze,,,,,,,,,,
13-01-2012,14/14,tdemmer,14-01-2012,14/15,Ronald_010,51.957042,5.346345,"aan hek Prs. Marijkesluis - Lekbandijk, Rijswijk, NB",Rijswijk,NB,,,,,,,,,,
14-01-2012,14/15,Ronald_010,15-01-2012,14/15,Scoot_020/Scoot_2,52.176258,4.903779,"bij boom op P-terrein - Bovendijk 2, Wilnis, Ut",Wilnis,Ut,,,,,,,,,,
15-01-2012,14/15,Scoot_020/Scoot_2,16-01-2012,14/17,BSI,51.956038,5.588279,"aan paal P-terrein Grebbeweg 111, Rhenen, Ge",Rhenen,Ge,,,,,,,,,,
16-01-2012,14/17,BSI,19-01-2012,14/18,madmarv,52.122797,5.569553,"lichtzuil brug Scherpenzeelseweg, Barneveld, Ge",Barneveld,Ge,,,,,,,,,,
20-01-2012,14/19,madmarv,20-01-2012,14/21,Delcasa,52.070403,5.178878,"aan boomstronk Rhijnauwenselaan 16, Bunnik, Ut",Bunnik,Ut,,,,,,,,,,
21-01-2012,14/22,Delcasa,21-01-2012,14/23,Scoot_020/Scoot_2,52.308164,4.823545,"aan paal rotonde Burg. Colijnweg, Amstelveen, NH",Amstelveen,NH,,,,,,,,,,
22-01-2012,14/25,Scoot_020/Scoot_2,24-01-2012,14/27,Ronald_010,52.383361,4.965464,"achter kastje Wijkergouw, Amsterdam, NH",Amsterdam,NH,,,,,,,,,,
24-01-2012,14/27,Ronald_010,25-01-2012,14/27,tdemmer,51.949896,4.419245,"aan boom - Katershofpad, Rotterdam, ZH",Rotterdam,ZH,,,,,,,,,,
25-01-2012,14/28,tdemmer,25-01-2012,14/28,jaap43,52.06945,4.743862,"aan brug - P-plaats Europalaan, Bodegraven, ZH",Bodegraven,ZH,,,,,,,,,,
25-01-2012,14/28,jaap43,25-01-2012,14/29,tdemmer,52.065067,4.693372,"aan hek - Driepolderpunt - Tempeldijk, Reeuwijk, ZH",Reeuwijk,ZH,,,,,,,,,,
26-01-2012,14/29,tdemmer,26-01-2012,14/30,Komkommer,52.124323,4.996617,"P-terrein Ockhuizerweg, Haarzuilens, Ut",Haarzuilens,Ut,,,,,,,,,,
26-01-2012,14/30,Komkommer,28-01-2012,14/32,Ronald_010,51.973839,5.028235,"aan hek Noorder Lekdijk, Lopikerkapel, Ut",Lopikerkapel,Ut,,,,,,,,,,
28-01-2012,14/32,Ronald_010,30-01-2012,14/33,scheurschuimpje,51.80666,5.193333,"aan betonnen bulldozer Waalbandijk, Gameren, Ge",Gameren,Ge,,,,,,,,,,
31-01-2012,14/35,Wolvin,05-02-2012,14/39,ndeeka,53.21912,5.826846,"aan steiger jachthaven Tolhuswei, Leeuwarden, Fr",Leeuwarden,Fr,,,,,,,,,,
05-02-2012,14/39,ndeeka,07-02-2012,14/41,onewheeldrive,52.969175,5.108388,"in handen Steenzette - Afsluitdijk, den Oever, NH",Den Oever,NH,,,,,,,,,,
08-02-2012,14/41,onewheeldrive,09-02-2012,14/41,Buikschuiver oet Dre,53.030562,5.668833,"aan tafel bij garage - Oppenhuizenweg, Sneek, Fr",Sneek,Fr,,,,,,,,,,
09-02-2012,14/42,Buikschuiver oet Dre,10-02-2012,14/42,scheurschuimpje,52.68435,6.002019,"bij huisje P-plaats - Leeuwte, St. Jansklooster, Ov",St.Jansklooster,Ov,,,,,,,,,,
10-02-2012,14/42,scheurschuimpje,13-02-2012,14/45,Hasseman,52.835949,6.117727,"achter boom zijweg v. Karnebeeklaan, Eese, Ov",Eese,Ov,,,,,,,,,,
13-02-2012,14/45,Hasseman,15-02-2012,14/48,CN,52.3557,6.842581,"in heg bij Stiftskerk - Het Stift, Weerselo, Ov",Weerselo,Ov,,,,,,,,,,
15-02-2012,14/48,CN,16-02-2012,14/50,Hasseman,52.24921,6.921974,"hek bij molen - Lonnekermolenweg, Lonneker, OV",Lonneker,Ov,,,,,,,,,,
16-02-2012,14/50,Hasseman,17-02-2012,14/52,Foncelot,52.403889,6.772222,"bij beeld Schaepman - Tubbergse Es, Tubbergen, Ov",Tubbergen,Ov,,,,,,,,,,
17-02-2012,14/52,Foncelot,18-02-2012,14/53,MotorMieke,52.227852,6.985971,"achter kapelletje klooster St. Ephrem, Losser, Ov",Losser,Ov,,,,,,,,,,
19-02-2012,14/54,MotorMieke,19-02-2012,14/56,BSI,52.492214,6.663358,"onder boom aan plas - Kloosterstraat, Sibculo, Ov",Sibculo,Ov,,,,,,,,,,
19-02-2012,14/56,BSI,20-02-2012,14/56,Hasseman,52.24995,5.627816,"toren Schovenhorst - Garderenseweg, Putten, Ge ",Putten,Ge,,,,,,,,,,
20-02-2012,14/56,Hasseman,20-02-2012,14/57,blup blup,52.320635,6.758695,"poort openluchttheater Hertmerweg, Hertme, Ov",Hertme,Ov,,,,,,,,,,
21-02-2012,14/57,blub blub,21-02-2012,14/58,Shadowski,52.011141,6.036552,"onder struik kantoor Pinkelseweg, Rheden, Ge",Rheden,Ge,,,,,,,,,,
21-02-2012,14/58,Shadowski,22-02-2012,14/59,frankwijers,51.960693,5.766603,"Airbornemonument - Drielse Rijndijk, Heteren, Ge",Heteren,Ge,,,,,,,,,,
22-02-2012,14/59,frankwijers,24-02-2012,14/60,ndeeka,51.511817,5.434165,"achter bankje verlengde Joe Mannweg, Best, NB",Best,NB,,,,,,,,,,
24-02-2012,14/61,ndeeka,24-02-2012,14/61,Kermit de Hond,52.086232,5.105036,"motorbeurs - Jaarbeurshallen, Utrecht, Ut",Utrecht,Ut,,,,,,,,,,
24-02-2012,14/61,Kermit de Hond,24-02-2012,14/61,BSI,52.085262,5.103922,"motorbeurs - Jaarbeurshallen, Utrecht, Ut",Utrecht,Ut,,,,,,,,,,
24-02-2012,14/61,BSI,25-02-2012,14/62,MotorMieke,52.085704,5.104402,"motorbeurs - Jaarbeurshallen, Utrecht, Ut",Utrecht,Ut,,,,,,,,,,
26-02-2012,14/63,MotorMieke,28-02-2012,14/66,Hasseman,52.274087,6.845518,"in wagentje - Lonnekermeerweg, Lonneker, Ov",Lonneker,Ov,,,,,,,,,,
28-02-2012,14/67,Hasseman,02-03-2012,14/69,Shadowski,52.308648,6.747373,"in heg naast stoel Oostermaat 7, Borne, Ov",Borne,Ov,,,,,,,,,,
02-03-2012,14/69,Shadowski,03-03-2012,14/70,BSI,52.033246,5.930614,"aan driepoot hek - Apeldoornseweg, Arnhem, Ge",Arnhem,Ge,,,,,,,,,,
04-03-2012,14/71,BSI,04-03-2012,14/71,Ronald_010,51.904271,4.733562,"aan brug uiterwaard Opperduit, Lekkerkerk, ZH",Lekkerkerk,ZH,,,,,,,,,,
04-03-2012,14/71,Ronald_010,04-03-2012,14/72,ndeeka,51.879697,4.740141,"aan brugpijler Nieuwe Zijdeweg, Oud Alblas, ZH",Oud Alblas,ZH,,,,,,,,,,
04-03-2012,14/72,ndeeka,05-03-2012,14/73,tdemmer,51.900813,4.54194,"naast hek eiland Brienenoord, Rotterdam, ZH",Rotterdam,ZH,,,,,,,,,,
05-03-2012,14/73,tdemmer,05-03-2012,14/73,jaap43,52.003178,4.546688,"aan boom cafe 't Zeeltje - Kooilaan, Bleiswijk, ZH",Bleiswijk,ZH,,,,,,,,,,
05-03-2012,14/73,jaap43,05-03-2012,14/75,Ronald_010,51.942193,4.587733,"in struik P-terrein Bermweg, Capelle a/d IJssel, ZH",Capelle aan den Ijssel,ZH,,,,,,,,,,
05-03-2012,14/75,Ronald_010,06-03-2012,14/76,Dirk130,51.978376,4.426755,"in knotwilg - Molenweg, Berkel en Rodenrijs, ZH",Berkel en Rodenrijs,ZH,,,,,,,,,,
06-03-2012,14/76,Dirk130,07-03-2012,14/78,Ronald_010,52.100058,4.263119,"aan hek NZHRM - Visafslagweg, Scheveningen, ZH",Scheveningen,ZH,,,,,,,,,,
07-03-2012,14/78,Ronald_010,08-03-2012,14/78,tdemmer,52.078052,4.571849,"naast E-huisje Hoogeveenseweg, Benthuizen, ZH",Benthuizen,ZH,,,,,,,,,,
08-03-2012,14/78,tdemmer,08-03-2012,14/79,wesleyc,52.176633,4.828985,"achter beschoeing Hogedijk, Zevenhoven, ZH",Zevenhoven,ZH,,,,,,,,,,
09-03-2012,14/79,wesleyc,09-03-2012,14/80,Dirk130,51.978002,4.173847,"hek Papedijk/Oude Hooislag, 's-Gravezande, ZH",s-Gravenzande,ZH,,,,,,,,,,
09-03-2012,14/80,Dirk130,09-03-2012,14/80,ndeeka,52.024566,4.330096,"aan paal in Wilhelminapark, Rijswijk, ZH",Rijswijk,ZH,,,,,,,,,,
10-03-2012,14/81,ndeeka,10-03-2012,14/81,ronk,51.840438,5.009881,"aan boompje ingang Franklinweg 2, Gorinchem, ZH",Gorinchem,ZH,,,,,,,,,,
11-03-2012,14/81,ronk,11-03-2012,14/82,jaap43,51.830165,4.965879,"aan schotbalkhuis. Wolphertsedijk, Gorinchem, ZH",Gorinchem,ZH,,,,,,,,,,
11-03-2012,14/82,jaap43,11-03-2012,14/82,madmarv,51.887243,5.098246,"aan struik Oude Zuiderlingedijk, Asperen, Ge",Asperen,Ge,,,,,,,,,,
11-03-2012,14/82,madmarv,12-03-2012,14/84,Komkommer,52.065862,5.688359,"P-terrein steakhouse Amadeus, Ede, Ge",Ede,Ge,,,,,,,,,,
13-03-2012,14/85,madmarv,13-03-2012,14/86,Hasseman,52.111925,5.28915,"aan paal Kampdwarsweg, Zeist, Ut",Zeist,Ut,,,,,,,,,,
13-03-2012,14/86,Hasseman,14-03-2012,14/87,MotorMieke,52.327644,6.713862,"aan boom bij hek de Vloedbelt, Zenderen, Ov",Zenderen,Ov,,,,,,,,,,
14-03-2012,14/87,MotorMieke,14-03-2012,14/88,Komkommer,52.236031,6.441507,"aan paaltje zendtoren Larenseweg,  Markelo, Ov",Markelo,Ov,,,,,,,,,,
14-03-2012,14/88,Komkommer,15-03-2012,14/89,rvdh86,52.095975,5.428638,"aan hek Ekris, Woudenberg, Ut",Woudenberg,Ut,,,,,,,,,,
15-03-2012,14/89,rvdh86,15-03-2012,14/89,BSI,52.190054,5.703506,"aan boom  Houtbeekweg, Stroe, Ge",Stroe,Ge,,,,,,,,,,
16-03-2012,14/90,BSI,16-03-2012,14/91,Scoot_020/Scoot_2,52.336863,4.865004,"aan hek Gustav Mahlerlaan, Amsterdam, NH",Amsterdam,NH,,,,,,,,,,
16-03-2012,14/91,Scoot_020/Scoot_2,17-03-2012,14/92,Ronald_010,52.006622,5.043433,"aan vangrail bij Arie Molenaar, IJsselstein, Ut",IJsselstein,Ut,,,,,,,,,,
17-03-2012,14/93,Ronald_010,17-03-2012,14/93,tdemmer,51.990418,4.800813,"aan hek langs Westvlisserdijk, Vlist, ZH",Vlist,ZH,,,,,,,,,,
18-03-2012,14/94,tdemmer,18-03-2012,14/94,Ronald_010,51.921608,5.007196,"Picknickplek Kleine Kanaaldijk, Meerkerk, ZH",Meerkerk,ZH,,,,,,,,,,
18-03-2012,14/94,Ronald_010,19-03-2012,14/96,Hans89,51.504437,4.780434,"in bosje bij grenspaal 218, Strijbeek, NB",Strijbeek,NB,,,,,,,,,,
19-03-2012,19/96,Hans89,20-03-2012,14/96,-Floris-,51.525312,3.940924,"aan strandpaal Oude Zeedijk, Kattendijke, Ze",Kattendijke,Ze,,,,,,,,,,
20-03-2012,14/97,-Floris-,22-03-2012,14/97,meylie-style,51.506599,3.560835,"aan boom bij kerk - Meinersweg, Grijpskerke, Ze",Grijpskerke,Ze,,,,,,,,,,
22-03-2012,14/97,meylie-style,23-03-2012,14/99,vuurbloed,51.533103,4.276786,"bij splitsing Beeklaan 25, Halsteren, NB",Halsteren,NB,,,,,,,,,,
23-03-2012,14/99,vuurbloed,23-03-2012,14/100,Ronald_010,51.985391,4.395513,"bankje picknickplaats A13, Delft, ZH",Delft,ZH,,,,,,,,,,
23-03-2012,15/01,Ronald_010,24-03-2012,15/02,Dirk130,51.954817,4.168794,"aan vangrail Maeslantkering, Hoek van Holland, ZH",Hoek van Holland,ZH,,,,,,,,,,
24-03-2012,15/02,Dirk130,24-03-2012,15/03,ndeeka,51.659401,4.103018,"aan hek wandelpad zeedijk, Bruinisse, Ze",Bruinisse,Ze,,,,,,,,,,
25-03-2012,15/04,ndeeka,25-03-2012,15/04,Ronald_010,51.898156,4.465891,"aan poot visser - Charloisse hoofd, Rotterdam, ZH",Rotterdam,ZH,,,,,,,,,,
25-03-2012,15/04,Ronald_010,25-03-2012,15/05,Bomba,52.119562,4.674299,"in struik bij vangrail - Anslag, Alphen a/d Rijn, ZH",Alphen a/d Rijn,ZH,,,,,,,,,,
25-03-2012,15/05,Bomba,25-03-2012,15/06,tdemmer,52.085904,4.839328,"bij boom P-plaats - Barwoutswaarder, Woerden, Ut",Woerden,Ut,,,,,,,,,,
26-03-2012,15/06,tdemmer,26-03-2012,15/06,BSI,51.974112,5.411172,"aan steiger bij vistrap Eiland van, Maurik, Ge",Maurik,Ge,,,,,,,,,,
26-03-2012,15/07,BSI,27-03-2012,15/08,tdemmer,52.150214,4.858114,"aan hek gemaaltje Bosweg, Nieuwkoop, ZH",Nieuwkoop,ZH,,,,,,,,,,
27-03-2012,15/08,tdemmer,27-03-2012,15/08,Ronald_010,51.987868,4.511181,"aan hek - Leeuwenhoekweg, Bergschenhoek, ZH",Bergschenhoek,ZH,,,,,,,,,,
27-03-2012,15/08,Ronald_010,27-03-2012,15/09,Dave1411,52.194306,4.55883,"aan paal van hek - Waterloospolder, Oud Ade, ZH",Oud Ade,ZH,,,,,,,,,,
28-03-2012,15/10,Dave1411,29-03-2012,15/11,Dirk130,52.378753,4.998921,"aan hek bij Durgerdammerdijk, Amsterdam, NH",Amsterdam,NH,,,,,,,,,,
29-03-2012,15/11,Dirk130,31-03-2012,15/13,scheurschuimpje,52.280358,4.538727,"aan hek bij Zuider Leidse Vaart, Lisse, ZH",Lisse,ZH,,,,,,,,,,
31-03-2012,15/14,scheurschuimpje,01-04-2012,15/15,Ronald_010,51.815029,4.661314,"aan poot Giraf - Houttuinen, Dordrecht, ZH",Dordrecht,ZH,,,,,,,,,,
01-04-2012,15/15,Ronald_010,01-04-2012,15/15,Bomba,51.836766,4.516255,"aan brug bij ingang fietstunnel, Barendrecht, ZH",Barendrecht,ZH,,,,,,,,,,
01-04-2012,15/16,Bomba,02-04-2012,15/16,tdemmer,52.059342,4.871162,"aan infobord langs Zwarte Dijkje, Linschoten, Ut",Linschoten,Ut,,,,,,,,,,
02-04-2012,15/16,tdemmer,02-04-2012,15/17,jaap43,51.970668,4.606823,"pleintje Oostringdijk, Nieuwerkerk a/d IJssel, ZH",Nieuwerkerk a/d IJssel,ZH,,,,,,,,,,
02-04-2012,15/17,jaap43,02-04-2012,15/17,Von Stolk,51.978764,4.552433,"aan knotwilg - Linker Rottekade, Zevenhuizen, ZH",Zevenhuizen,ZH,,,,,,,,,,
03-04-2012,15/17,Von Stolk,03-04-2012,15/18,Bomba,52.102993,4.720583,"aan wegmarkering - Spoorlaan, Zwammerdam, ZH",Zwammerdam,ZH,,,,,,,,,,
04-04-2012,15/18,Bomba,04-04-2012,15/19,Hans89,51.863636,4.379167,"in bloembak Kaasmakersstraat, Hoogvliet, ZH",Hoogvliet,ZH,,,,,,,,,,
04-04-2012,15/19,Hans89,05-04-2012,15/20,tdemmer,51.470399,4.588466,"in holte boom - Roosendaalsebaan, Zundert, NB",Zundert,NB,,,,,,,,,,
05-04-2012,15/20,tdemmer,06-04-2012,MIA,MIA,52.132167,6.0255,"bij stootblok VSM - Veldhuizen, Loenen, Ge",Loenen,Ge,,,,,,,,,,
07-04-2012,15/23,BSI,07-04-2012,15/25,rvdh86,52.179073,5.618761,"in boom - Blotekampenweg, Voorthuizen, Ge",Voorthuizen,Ge,,,,,,,,,,
